database_id,dev_code,mapping_title,api_title,introduction,status,error
153,Theme_140,Defective Pixel,Defective Pixel,Vol2使用曲，Pixel Time的变奏，像是坏掉的八音盒一般，反复重复着过去美好的回忆。成为勇者的愿望，平稳快乐的日常，似乎就这样从脚下开始崩坏。,ok,
154,Theme_141,Tasty New Year,Tasty New Year,活动「正餐前的开胃年菜 ~ 一局定输赢 ～」使用曲目，平缓而清晰的节奏音，祈祷新的一年也能平稳地度过。,ok,
155,Theme_142,Encroached sky,Encroached sky,最终章使用曲目，相当hardstyle的乐曲，警报大作，全员戒备。,ok,
156,,Encroached sky (Short),Encroached sky (Short),bgm出现于终章最终章使用曲目，相当hardstyle的乐曲，警报大作，全员戒备。,ok,
157,Theme_143,!؟ WAS IT A CAT I SAW !?,!؟ WAS IT A CAT I SAW !?,总力战Goz使用曲目，在总力战Goz战斗时循环播放。,ok,
158,Theme_148,Polyphonic,Polyphonic,活动 虚妄的神圣之塔攻略战使用曲目，电子风格浓厚，所有学生团结起来面对敌人的（也许并不紧张的）战斗开始了。,ok,
159,Theme_151,Kaiten Hurricane!!!,Kaiten  Hurricane!!!,Kaiten Screw!!!的变奏，用于超巨大寿司机器人KAITEN FX Mk.∞与佩洛洛斯拉（色彩）的战斗中，超巨大机器人才是真正的浪漫！,ok,
160,,Kaiten Hurricane!!! (Short),Kaiten  Hurricane!!! (Short),Kaiten Screw!!!的变奏，用于超巨大寿司机器人KAITEN FX Mk.∞与佩洛洛斯拉（色彩）的战斗中，超巨大机器人才是真正的浪漫！,ok,
161,,Kaiten Hurricane!!! (Very Short),Kaiten  Hurricane!!! (Very Short),Kaiten Screw!!!的变奏，用于超巨大寿司机器人KAITEN FX Mk.∞与佩洛洛斯拉（色彩）的战斗中，超巨大机器人才是真正的浪漫！,ok,
162,Theme_159,Operation☆DOTABATA,Operation☆DOTABATA,活动 白色的预告信 使用曲目，女仆勇者和兔女郎特工大战怪盗的场景映入眼帘。,ok,
163,Theme_160,Noble Hallway,Noble Hallway,战斗用曲，宅邸里有怪盗，请小心谨慎。,ok,
164,Theme_161,Oriental Bounce,Oriental Bounce,活动龙武同舟使用曲目，包含了中国乐器要素，富有活力，热闹非凡。,ok,
165,Theme_162,Welcome School,Welcome School,Unwelcome School的变奏。作为蔚蓝档案最具代表性的曲目之一，在合适的时候响起这首温柔的变奏，令人回忆起一切故事的起点。,ok,
166,Theme_172,Rendezvous Recorder ver,Rendezvous Recorder ver,南练习竖笛的片段，宛如天籁，仿佛世界的喧嚣都被这音乐所吞噬，每一个音符都像是从天堂飘落下来的羽毛，轻轻地触碰路人们的心灵，这段旋律如同山间清晨的溪流，清脆悠扬，让人心旷神怡。就好像一位大师级的画家，每一个音符都被精心描绘，每一段旋律都被巧妙编织，如同一首美妙的诗，让人沉醉其中，无法自拔。,ok,
167,,私たちのクエスト(Instrumental Ver),私たちのクエスト(Instrumental Ver),游戏部第二章主题曲的无人声版，游戏部的故事才刚刚开始，还将继续编织下去。,ok,
168,,AMB_Helicopter,AMB_Helicopter,直升机音效,ok,
169,BGM_Mikumikuni,みくみくにしてあげる♪【してやんよ】,みくみくにしてあげる♪【してやんよ】,"初音未来联动活动游戏内音游用曲之一。
n站原曲：https://www.nicovideo.jp/watch/sm1097445",ok,
170,BGM_TellYourWorld_Short,Tell Your World (Short),Tell Your World (Short),"初音未来联动活动游戏内音游用曲之一。
youtube原曲：https://www.youtube.com/watch?v=PqJNc9KVIZE",ok,
171,BGM_TenchikaibyakuShinwa_Short,初音天地開闢神話,初音天地開闢神話,"初音未来联动活动游戏内音游用曲之一。
n站原曲：https://www.nicovideo.jp/watch/sm39209934",ok,
172,,Blue New World (Short Instrumental),Blue New World (Short Instrumental),初音未来联动活动用曲无人声版。,ok,
173,,Blue New World (Short),Blue New World (Short),初音未来联动活动用曲，人气虚拟歌姬在基沃托斯的献唱。,ok,
174,,Clear Morning (Short),Clear Morning (Short),日服开服宣传用曲，在一个清爽的早晨，开始我们的青春故事。欢迎来到基沃托斯，老师。,ok,
175,Theme_149,Ark in the Blood Sky,Ark in the Blood Sky,活动「阿特拉·哈西斯方舟占领战」使用曲目，在漂浮在血红色天空上的方舟里，为了拯救基沃托斯，也是探明方舟的真相的作战正在进行中。,ok,
176,Theme_150,System All Green,System All Green,乌塔那匹兹姆的大船起飞的音乐，排除万难，穿过云雾，抵达天际，朝着目标出发。,ok,
177,Theme_156,Final Destination of Ark,Final Destination of Ark,很适合最终BOSS、幕后黑手登场的音乐，有某种崇高的存在降临，令所有人震颤。,ok,
178,Theme_157,Step of Terror,Step of Terror,紧张压抑的决战用曲，直面恐怖的战斗即将开始。,ok,
179,Theme_171,Rendezvous,Rendezvous,会令人回忆起上世纪港台歌曲的曲风，给人飒爽帅气的感觉。,ok,
180,Theme_152,Aoharu (Band Arrange),Aoharu (Band Arrange),Aoharu的band arrange版，熟悉的旋律，但是昭示着旧的告一段落，与新的开始。,ok,
181,Theme_155,Responsibility,Responsibility,让人回忆起责任之象征的歌曲，沉重、无法摆脱、又有种平稳的安心感。,ok,
195,,LA LA RUN!,LA LA RUN!,"晄轮大祭广播剧附赠曲，日奈、芹娜、濑名所唱的歌曲，描绘了运动会上、来自不同学校的、青春洋溢的学生们互帮互助的场景。

> 晄輪大祭の合同医療本部で出会った、ヒナ(CV:広橋涼)、セナ(CV:大西沙織)、セリナ(CV:涼本あきほ)の3人が歌う「LA LA RUN!」を収録！
> https://nex-tone.link/A00111575

作曲：Nor
作词：YUC'e",ok,
196,,LA LA RUN! (Instrumental Ver.),LA LA RUN! (Instrumental Ver.),"晄轮大祭广播剧附赠曲的无人声版，日奈、芹娜、濑名所唱的歌曲，描绘了运动会上、来自不同学校的、青春洋溢的学生们互帮互助的场景。

> 晄輪大祭の合同医療本部で出会った、ヒナ(CV:広橋涼)、セナ(CV:大西沙織)、セリナ(CV:涼本あきほ)の3人が歌う「LA LA RUN!」を収録！
> https://nex-tone.link/A00111575

作曲：Nor
作词：YUC'e",ok,
197,,Thanks to (EN Ver),Thanks to (EN Ver),"国际服1.5周年贺曲英文版，感谢老师们一直以来的支持，才有了学生们快乐健康成长的每一天，才有了今天的Blue Archive。

暂未发布专辑或上线流媒体平台，只能在国际服官方youtube账号上查看。",ok,
198,,Thanks to (KR Ver),Thanks to (KR Ver),"国际服1.5周年贺曲英文版，感谢老师们一直以来的支持，才有了学生们快乐健康成长的每一天，才有了今天的Blue Archive。

暂未发布专辑或上线流媒体平台，只能在国际服官方youtube账号上查看。",ok,
199,,かがやきサマーデイズ,かがやきサマーデイズ,阿比多斯对策委员会演唱的夏日活动主题曲，闪闪发光的summer days开始了！,ok,
200,,かがやきサマーデイズ （Instrumental Ver）,かがやきサマーデイズ （Instrumental Ver）,阿比多斯对策委员会演唱的夏日活动主题曲的伴奏，闪闪发光的summer days开始了！,ok,
201,,キラメクMiLieへ （Instrumental Ver）,キラメクMiLieへ （Instrumental Ver）,"愚人节短片用曲的伴奏。优香、阿露、爱丽丝、日富美成为偶像，为老师献上的歌曲。

作词：夕野ヨシミ(IOSYS)
作曲：KOJI oba",ok,
202,,キラメクMiLieへ,キラメクMiLieへ,"愚人节短片用曲。优香、阿露、爱丽丝、日富美成为偶像，为老师献上的歌曲。

作词：夕野ヨシミ(IOSYS)
作曲：KOJI oba",ok,
203,,Memories of Kindness / 優しさの記憶,Memories of Kindness / 優しさの記憶,"最终章ED。伴随着温柔的歌声，星光落地，夜空迎来日出，基沃托斯回归了和平。

演唱：鹿乃
作词：夕野ヨシミ(IOSYS)
作曲：Mitsukiyo",ok,
204,,One. Two. Henshin!,One. Two. Henshin!,"激昂、阳光的乐曲，就像踏上了探索大陆、打败魔王的征程。 
 
该曲未曾使用。",ok,
205,,Target for love (KR Full ver),Target for love (KR Full ver),"国际服主题曲的韩文版，In the story of us so marvelous.
欢迎来到基沃托斯，老师！

演唱：이진아/Lee Jin-ah、Mitsukiyo、DANI
作词：DANI
作曲：이진아/Lee Jin-ah、Mitsukiyo",ok,
206,,Target for love (EN Full ver),Target for love (EN Full ver),"国际服主题曲的英文版，In the story of us so marvelous.
欢迎来到基沃托斯，老师！

演唱：이진아/Lee Jin Ah
作曲：이진아/Lee Jin Ah、Mitsukiyo
作词：DANI、HARU",ok,
207,,Robogrex,Robogrex,充满了活泼与夏日风格的乐曲，学生们都很热闹的样子。,ok,
208,,Bluearchive Fanfare,Bluearchive Fanfare,短短15秒的小曲，适合作为运动会等活动的开幕配乐。,ok,
209,,Dayscape,Dayscape,平淡而有少女感的日常曲，领人走入平静美好的日常。,ok,
210,,Spooky Spice,Spooky Spice,无厘头的小曲，是谁闯祸了呢？,ok,
211,,Complementary Contrast,Complementary Contrast,日常的小插曲，也许发生了偶遇，也许只是在做些生活琐事。,ok,
212,,Perorodzilla Requiem,Perorodzilla Requiem,压抑而优雅，适合黑幕的宏大计划展开的乐曲。,ok,
213,,Crisis Point,Crisis Point,压抑的乐曲，让人感到可怖的灾难的降临。,ok,
214,,Fastest Spark,Fastest Spark,超快速的节奏鼓点，适合逐渐紧张起来的战斗与逆转时刻的乐曲。,ok,
215,,Nobis,Nobis,充满希望的乐曲，似有美好的花田在眼前盛开，那一定是美好的Happy Ending。,ok,
216,,Pixel Land,Pixel Land,8bit风的小曲，让人联想到意外与死线交织的游戏部的日常。,ok,
217,Theme_163,Trigger For Ambition,Trigger For Ambition,曲风压抑的战斗曲，前有苦战，咬紧牙关吧。,ok,
218,Theme_164,Kitsunebi,Kitsunebi,混乱与危机中的战斗用曲，让人心跳加速，也让人斗志昂扬。,ok,
219,Theme_154,Our New Story,Our New Story,登陆界面用曲，也是PV4.5用曲的完整版，快速的节奏、激扬的曲风，为接下来不平稳的日常，拉开序幕。,ok,
220,Theme_165,Up to 21°C,Up to 21°C,活动「夏天的特殊作战！RABBIT小队与「虾」的失踪之谜！」使用曲目，使用了兔子小队的常用采样，似能听到兔子小队在海边嬉闹。,ok,
221,Theme_170,Container Corner,Container Corner,bgm出现于兔子夏活激烈的鼓点与轻快的旋律，一场小小的火并冲突正在进行。,ok,
222,,Gregorius I Symphony (Verse),Gregorius I Symphony (Verse),总力战格里高利使用曲目第二部分，在战斗内循环播放，转阶段切换。,ok,
223,,Gregorius I Symphony (Intro),Gregorius I Symphony (Intro),总力战格里高利使用曲目第一部分，在战斗内循环播放。,ok,
224,,Gregorius I Symphony (Chorus),Gregorius I Symphony (Chorus),总力战格里高利使用曲目第三部分，在战斗内循环播放，转阶段切换。,ok,
225,Theme_158,Gregorius I Symphony,Gregorius I Symphony,格里高利总力战战斗曲目的完整版，在战斗内循环播放。,ok,
226,,EN0005_Skill_04,EN0005_Skill_04,格里高利总力战使用曲目，是在格里高利使用技能「万人的救赎」时播放的Finale。,ok,
227,,EN0005_Skill_03,EN0005_Skill_03,格里高利总力战使用曲目，是在格里高利使用技能「圣者之絮语」时播放的音乐。,ok,
228,,EN0005_Skill_02,EN0005_Skill_02,格里高利总力战使用曲目，是在格里高利使用技能「严肃的悔悟」时播放的音乐。,ok,
229,,EN0005_Skill_01,EN0005_Skill_01,格里高利总力战使用曲目，是在格里高利使用技能「格里高利圣歌」时播放的音乐。,ok,
230,Theme_168,Hunter Bible,Hunter Bible,战斗用曲，有战斗的刺激与夏日的欢快，但是似乎并不算紧张。,ok,
231,Theme_173,Takaramonogatari,Takaramonogatari,宝物語！活动「寻找隐藏的遗产」使用曲目，孤岛密林中度过的夏日假期。,ok,
232,Theme_167,Hidden Treasure,Hidden Treasure,活动「Trip-Trap-Train」使用曲目，多方好戏拉开序幕。,ok,
233,Theme_174,Tok9 Train,Tok9 Train,战斗用曲，渐入佳境，手痒难耐。,ok,
234,Theme_191,F1ghtback,F1ghtback,很适合反派登场的BGM，至少暂时是反派。,ok,
235,Theme_192,Chilling Out,Chilling Out,日常用曲，风和日丽，静谧而美好。,ok,
236,Theme_169,OTKPARA!,OTKPARA!,"活动学漫同人物語使用曲目，朋友间吵吵闹闹而平稳的日常。

该曲在社区中似乎有一首名为“Don't Let It End - Mistsukiyo”的误传版本，实际上与本曲是同一首BGM，具体渊源和细节暂时不明。",ok,
237,,ボイスドラマ Vol.1 「アロナのお掃除大作戦!」,ボイスドラマ Vol.1 「アロナのお掃除大作戦!」,"什亭之匣的常驻OS超级阿罗娜有努力地打扫房间哦！
 
作词：夕野ヨシミ（IOSYS）
作曲：ミツキヨ
演唱：阿罗娜（CV.小原好美）
![57eD88pwTADIIfakxTH2hCvx70cbMCR1.png](files/3/57eD88pwTADIIfakxTH2hCvx70cbMCR1.png)",ok,
238,,エブリディいっしょ♪(Instrumental Ver）,エブリディいっしょ♪(Instrumental Ver）,"エブリディいっしょ♪的配乐。
作词：夕野ヨシミ（IOSYS）
作曲：ミツキヨ
演唱：阿罗娜（CV.小原好美）
![57eD88pwTADIIfakxTH2hCvx70cbMCR1.png](files/3/57eD88pwTADIIfakxTH2hCvx70cbMCR1.png)",ok,
239,,エブリディいっしょ♪,エブリディいっしょ♪,"每天都要一起♪ 听可爱的阿罗娜唱歌~
作词：夕野ヨシミ（IOSYS）
作曲：ミツキヨ
演唱：阿罗娜（CV.小原好美）
![57eD88pwTADIIfakxTH2hCvx70cbMCR1.png](files/3/57eD88pwTADIIfakxTH2hCvx70cbMCR1.png)",ok,
240,Theme_136,Kyrie Eleison (Song),Kyrie Eleison (Song),"Vol3.4使用曲目，未花所唱的垂怜经，全曲共2句歌词：Kyrie eleison, Christe eleison。是礼拜时，向主承认自己的错误、祈求主的的原谅的诗歌。",ok,
241,Theme_175,HIGH-VELOCITY,HIGH-VELOCITY,超电磁炮联动使用曲目，跳戏到了隔壁fripSide的风格。,ok,
242,Theme_194,Ridiculous,Ridiculous,充满了脱线风格的BGM，看来发生了些意料外的事情。,ok,
243,Theme_176,Illuminated Night,Illuminated Night,Vol.5使用曲目，在欢快的节奏中有着日常感。,ok,
244,Theme_178,Tsukikage,Tsukikage,Vol.5使用曲目，以和风乐器编织了主要旋律，紧张而有神秘感。,ok,
245,Theme_195,Nichirin,Nichirin,Vol.5使用曲目，节奏明快，跃动感强，仿佛能看到学生们活跃的身影。,ok,
246,Theme_145,Hinagesi,Hinagesi,Vol.5使用曲目，齐心协力之下事情终于迎来了开心的结局，大家又能回到庆典之中。,ok,
247,Theme_177,Illuminated Night Hard Arrange,Illuminated Night Hard Arrange,Vol.5使用曲目，和风乐曲与人声吟唱渲染的危机妖怪四伏的情景，但似乎希望尚存。,ok,
248,Theme_181,Dark Shadows,Dark Shadows,总力战猫鬼クロカゲ与Vol.5使用曲目。,ok,
249,,Dark Shadows (Chorus),Dark Shadows (Chorus),总力战猫鬼クロカゲ二阶段使用曲目，在战斗的第二阶段内循环播放。,ok,
250,,Dark Shadows (Verse),Dark Shadows (Verse),总力战猫鬼クロカゲ一阶段使用曲目，在战斗的第一阶段内循环播放。,ok,
251,Theme_190,Dancing Falsehood,Dancing Falsehood,Vol.5 使用曲目，悲壮而美丽，似有人在此袒露自己的心声。,ok,
252,Theme_193,Starry Confession,Starry Confession,Vol.5 使用曲目，雨过终能遇彩虹，跨过困难定能迎来美好的结局。,ok,
253,Theme_196,Getsurin,Getsurin,Vol.5 使用曲目，以和风乐器为主，风格舒缓，留下美好的回忆。,ok,
254,Theme_182,PACHAD,PACHAD,特殊作战「神名十文字」篇使用曲目，用于与盖布拉的战斗中。,ok,
255,,Get Over the World,Get Over the World,"Veritas《千寻(CV:山村響)、小玉(CV:高川みな)、晴(CV:貝原怜奈)、真纪(CV:三上枝織)》

[https://nex-tone.link/A00133244](https://nex-tone.link/A00133244)


> 专辑「青春あんさんぶる Vol.2 『ヴェリタス』」
ヴェリタス《チヒロ(CV:山村響)、コタマ(CV:高川みな)、ハレ(CV:貝原怜奈)、マキ(CV:三上枝織)》",ok,
256,,Get Over the World(Instrumental Ver.),Get Over the World(Instrumental Ver.),"纯伴奏版

[https://nex-tone.link/A00133244](https://nex-tone.link/A00133244)

Veritas《千寻(CV:山村響)、小玉(CV:高川みな)、晴(CV:貝原怜奈)、真纪(CV:三上枝織)》


> 专辑「青春あんさんぶる Vol.2 『ヴェリタス』」
ヴェリタス《チヒロ(CV:山村響)、コタマ(CV:高川みな)、ハレ(CV:貝原怜奈)、マキ(CV:三上枝織)》",ok,
257,,ボイスドラマ Vol.2 「Rest & Panic」（广播剧）,ボイスドラマ Vol.2 「Rest & Panic」（广播剧）,"广播剧

[https://nex-tone.link/A00133244](https://nex-tone.link/A00133244)


Veritas《千寻(CV:山村響)、小玉(CV:高川みな)、晴(CV:貝原怜奈)、真纪(CV:三上枝織)》


> 专辑「青春あんさんぶる Vol.2 『ヴェリタス』」
ヴェリタス《チヒロ(CV:山村響)、コタマ(CV:高川みな)、ハレ(CV:貝原怜奈)、マキ(CV:三上枝織)》",ok,
258,Theme_183,Indoor Outdoor,Indoor Outdoor,"这是一段关于一众死宅被赶到露营区度过新年的愉快故事。 
 活动「（电脑）新春进行曲」标题曲，目前仅用于该活动剧情及战斗中。",ok,
259,Theme_186,Starry Night,Starry Night,充满温馨日常感的较短的音乐，首次出现于活动（电脑）新春进行曲中。,ok,
260,,澄んだ青空、萌ゆる心,澄んだ青空、萌ゆる心,"カスミ(CV.上坂すみれ)、ユカリ(CV.村上まなつ)、モミジ (CV.大亀あすか)、ハレ(CV.貝原玲奈)、エイミ（ CV.松永あかね）

[https://www.youtube.com/watch?v=LaAm_uweyXY](https://www.youtube.com/watch?v=LaAm_uweyXY)

Yostarより好評配信中のアプリゲーム「ブルーアーカイブ」のカスミ(CV.上坂すみれ)、ユカリ(CV.村上まなつ)、モミジ (CV.大亀あすか)、ハレ(CV.貝原玲奈)、エイミ（ CV.松永あかね）が歌った、「ブルーアーカイブ」の未来に繋がる記念楽曲です。

3周年目のブルアカは、澄んだ明日を目指します！",ok,
261,,可爱补习法-中文版,可爱补习法-中文版,"《蔚蓝档案》半周年主题曲【可爱补习法】

作曲：依溪禾
编曲&混音：Zris & iKz-茶壶 (from Signal-E)
吉他录制：绛舞乱丸
中文作词：纪远 中文演唱：泠鸢yousa
日文作词：煤奈、Makan 日文演唱：青木阳菜
后期：白茶_joe
母带：Digifan
配唱：量子猫EH、凜凜蝶凜
和声：Ciyo
音乐监督：CARDINAL星海 & 一只岁碎

补习补习~（Fighting!!）~可爱补习~（Fighting!!）~
每天都想~和你在一起~（Shining!! Shining!!）~",ok,
262,,可爱补习法-日文版,可爱补习法-日文版,"《蔚蓝档案》半周年主题曲【可爱补习法】

作曲：依溪禾
编曲&混音：Zris & iKz-茶壶 (from Signal-E)
吉他录制：绛舞乱丸
中文作词：纪远 中文演唱：泠鸢yousa
日文作词：煤奈、Makan 日文演唱：青木阳菜
后期：白茶_joe
母带：Digifan
配唱：量子猫EH、凜凜蝶凜
和声：Ciyo
音乐监督：CARDINAL星海 & 一只岁碎

补习补习~（Fighting!!）~可爱补习~（Fighting!!）~
每天都想~和你在一起~（Shining!! Shining!!）~",ok,
263,,全力絶対Come☆True,全力絶対Come☆True,,empty,
264,,全力絶対Come☆True(Short Ver.),全力絶対Come☆True(Short Ver.),,empty,
265,,全力絶対Come☆True(Instrumental Ver.),全力絶対Come☆True(Instrumental Ver.),,empty,
266,Theme_179,夢路の花 (Game Ver.),夢路の花 (Game Ver.),空崎日奈在格赫娜晚会上所弹唱的歌曲，是为格赫娜全校，为老师，所献上的歌曲。,ok,
267,Theme_179_Inst,游戏内曲目 | Theme_179_Inst | 3周年活动剧情「向阳绽放 少女们的小夜曲」,Theme_179_Inst,,empty,
268,Theme_179_Inst2,游戏内曲目 | Theme_179_Inst2 | 3周年活动剧情「向阳绽放 少女们的小夜曲」,Theme_179_Inst2,,empty,
269,Theme_179_Short,游戏内曲目 | Theme_179_Short | 3周年活动剧情「向阳绽放 少女们的小夜曲」,Theme_179_Short,,empty,
270,Theme_179_Short_Inst,游戏内曲目 | Theme_179_Short_Inst | 3周年活动,Theme_179_Short_Inst,,empty,
271,Theme_199,Yumeji Party,Yumeji Party,舒缓而带有一点高雅的曲调，迎接即将到来的格赫娜庆典。,ok,
272,Theme_201,Serene Scenario,Serene Scenario,学生们每天普通（？）而不平淡的青春日常，正在上演。开始新的一天吧！,ok,
273,Theme_208,Shoujo Delight,Shoujo Delight,代表星野美好记忆的乐曲，每天都活力满满，每天都会留下珍贵的回忆。,ok,
274,Theme_187,Action 68,Action 68,快节奏而有爵士风格的歌曲，令人想起经典影视作品里的特工们。特工代号0068能否完成这次的委托呢？,ok,
275,Theme_198,It Takes Two To Tiramisu,It Takes Two To Tiramisu,"好像是一首很老的……电影的开场曲，有着很雅的品味。
但一想到主角是阿露就不免开始担忧。",ok,
276,,夢路の花,夢路の花,空崎日奈在格黑娜晚会上所弹唱的歌曲，是为格黑娜全校，为老师，所献上的歌曲。,ok,
277,,夢路の花(Instrumental Ver),夢路の花(Instrumental Ver),空崎日奈在格黑娜晚会上所弹唱的歌曲的无人声版，是为格黑娜全校，为老师，所献上的歌曲。,ok,
278,,一日一惡★レッツゴー！,一日一惡★レッツゴー！,,empty,
279,,一日一惡★レッツゴー！(Instrumental Ver.),一日一惡★レッツゴー！(Instrumental Ver.),,empty,
280,,有声剧 Vol.3 「便利屋の夜はこれからよ！」,有声剧 Vol.3 「便利屋の夜はこれからよ！」,,empty,
281,,Blue Canvas,Blue Canvas,Claris演唱的《蔚蓝档案》简中服开服曲。让我们一起描画吧，画出那无比美丽的Blue Canvas。,ok,
282,,青空Magic Day - 中文版,青空Magic Day - 中文版,"Sakula小舞演唱的国服半周年电音节主题曲。
感谢老师们的半年来的陪伴。
不管怎样的困境，奇迹与梦都一定会实现；让我们一起飞向，这青空的彼方。",ok,
283,,青空Magic Day - 日文版,青空Magic Day - 日文版,"Sakula小舞演唱的国服半周年电音节主题曲。
感谢老师们的半年来的陪伴。
不管怎样的困境，奇迹与梦都一定会实现；让我们一起飞向，这青空的彼方。",ok,
284,Theme_188,Dreaming Trip,Dreaming Trip,热热闹闹，活力满满！快活的修学旅行开始啦！,ok,
286,Theme_209,Sometimes I Cry,Sometimes I Cry,故事，终于告一段落。舒缓的曲调，记录着一段没有留下缺憾的回忆。,ok,
287,Theme_212,Fury of Set,Fury of Set,"赛特神之怒使用曲目，会在战斗过程中循环播放。
神圣而庄严，天灾的具象化。",ok,
288,Theme_216,Miracle,Miracle,平静的曲调，适合与重要之人度过的珍贵时光。,ok,
289,Theme_219,Our Oath,Our Oath,"空灵的开头，逐渐激昂的情绪，适合吹起反击号角的时刻。
是制约解除作战大厅使用曲目。",ok,
290,Theme_207,HIGH5LANDER,HIGH5LANDER,两个蜜瓜雪糕味小孩的专属曲目。只要这对双子参与进来，场面似乎就紧张不起来。,ok,
291,,あゆみ,あゆみ,"角色曲系列「絆ダイアローグシリーズ」第1弹，白子的角色曲。
ブルーアーカイブ 絆ダイアローグ Vol.1「シロコ」
[https://nex-tone.link/A00143322](http://nex-tone.link/A00143322)
> あゆみ
アーティスト：シロコ
作詞：夕野ヨシミ(IOSYS)
作曲：Nor",ok,
292,,あゆみ(Instrumental Ver.),あゆみ(Instrumental Ver.),"角色曲系列「絆ダイアローグシリーズ」第1弹，白子的角色曲的纯伴奏版。
ブルーアーカイブ 絆ダイアローグ Vol.1「シロコ」
[https://nex-tone.link/A00143322](http://nex-tone.link/A00143322)
> あゆみ
アーティスト：シロコ
作詞：夕野ヨシミ(IOSYS)
作曲：Nor",ok,
293,,Dialogue Vol.1「前略、終わらない鼓動と」,Dialogue Vol.1「前略、終わらない鼓動と」,"与白子在休息日一起……干什么呢？
[https://nex-tone.link/A00143322](http://nex-tone.link/A00143322)
ブルーアーカイブ 絆ダイアローグ Vol.1「シロコ」",ok,
294,,忍術研究部!只今参上!の巻,忍術研究部!只今参上!の巻,"[nex-tone.link/A00143320](http://nex-tone.link/A00143320)
> ブルーアーカイブ　青春あんさんぶる Vol.4 「忍術研究部」
忍術研究部, ミチル(CV:水橋かおり), イズナ(CV:阿澄佳奈) & ツクヨ(CV:後藤彩佐)",ok,
295,,忍術研究部!只今参上!の巻。(Instrumental Ver.),忍術研究部!只今参上!の巻。(Instrumental Ver.),"纯伴奏版
[nex-tone.link/A00143320](http://nex-tone.link/A00143320)
> ブルーアーカイブ　青春あんさんぶる Vol.4 「忍術研究部」
忍術研究部, ミチル(CV:水橋かおり), イズナ(CV:阿澄佳奈) & ツクヨ(CV:後藤彩佐)",ok,
296,,ボイスドラマ Vol.4 「忍法・妹系後輩の術!」,ボイスドラマ Vol.4 「忍法・妹系後輩の術!」,"广播剧
[nex-tone.link/A00143320](http://nex-tone.link/A00143320)
> ブルーアーカイブ　青春あんさんぶる Vol.4 「忍術研究部」
忍術研究部, ミチル(CV:水橋かおり), イズナ(CV:阿澄佳奈) & ツクヨ(CV:後藤彩佐)",ok,
